area,ca,curso,modalidade,N,idd,idd_faixa,ano
1,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,54656,Educação Presencial,4,-2.205028091,2,2018
2,Privada com fins lucrativos,54686,Educação Presencial,46,-0.423950341,3,2018
2,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,54688,Educação Presencial,59,0.163169967,3,2018
1,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,54694,Educação Presencial,11,-1.727678178,2,2018
18,Privada sem fins lucrativos,54735,Educação Presencial,56,-0.231884706,3,2018
1,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,54738,Educação Presencial,2,3.573057995,5,2018
804,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,54743,Educação Presencial,11,4.841990638,5,2018
18,Privada com fins lucrativos,54770,Educação Presencial,107,-1.127575432,2,2018
803,Privada sem fins lucrativos,54794,Educação Presencial,2,-10.40755037,1,2018
2,Privada sem fins lucrativos,54795,Educação Presencial,2,,SC,2018
1,Privada com fins lucrativos,54820,Educação Presencial,24,-0.246983385,3,2018
2,Privada com fins lucrativos,54828,Educação Presencial,81,-0.101795662,3,2018
2,Privada com fins lucrativos,54830,Educação Presencial,80,0.187625662,3,2018
2,Privada com fins lucrativos,54834,Educação Presencial,144,-0.042337239,3,2018
2,Privada com fins lucrativos,54836,Educação Presencial,113,0.107160077,3,2018
2,Privada sem fins lucrativos,54838,Educação Presencial,5,-2.521407591,1,2018
1,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,54842,Educação Presencial,36,-1.286870633,3,2018
2,Privada com fins lucrativos,54846,Educação Presencial,25,-1.124872902,2,2018
1,Privada com fins lucrativos,54864,Educação Presencial,3,-3.422491733,2,2018
101,Privada sem fins lucrativos,54866,Educação Presencial,3,,SC,2018
101,Privada sem fins lucrativos,54869,Educação Presencial,33,0.385809902,3,2018
1,Privada sem fins lucrativos,54908,Educação Presencial,17,0.74733481,3,2018
22,Privada sem fins lucrativos,54909,Educação Presencial,12,2.2366796,4,2018
101,Privada sem fins lucrativos,54913,Educação Presencial,12,2.055545619,4,2018
1,Privada sem fins lucrativos,54928,Educação Presencial,38,0.82691212,3,2018
2,Privada com fins lucrativos,54938,Educação Presencial,62,0.266608767,3,2018
2,Privada sem fins lucrativos,54971,Educação Presencial,76,-0.419058057,3,2018
22,Privada com fins lucrativos,54977,Educação Presencial,69,-0.495046608,3,2018
38,Privada sem fins lucrativos,54979,Educação Presencial,36,0.674115904,3,2018
2,Privada com fins lucrativos,54995,Educação Presencial,57,0.145718598,3,2018
2,Privada com fins lucrativos,54997,Educação Presencial,72,-0.201688349,3,2018
1,Privada sem fins lucrativos,55007,Educação Presencial,14,2.639978293,4,2018
18,Privada com fins lucrativos,55031,Educação Presencial,10,-0.88923104,3,2018
88,Privada com fins lucrativos,55077,Educação Presencial,67,-0.373828643,3,2018
2,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,55100,Educação Presencial,24,-0.354637023,3,2018
18,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,55109,Educação Presencial,21,-1.490279275,2,2018
803,Privada com fins lucrativos,55132,Educação Presencial,25,1.028873347,3,2018
804,Privada com fins lucrativos,55133,Educação Presencial,33,0.455635004,3,2018
1,Privada com fins lucrativos,55139,Educação Presencial,21,0.603053567,3,2018
803,Privada com fins lucrativos,55224,Educação Presencial,11,0.902644207,3,2018
1,Privada com fins lucrativos,55294,Educação Presencial,62,-0.283392054,3,2018
1,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação,55435,Educação Presencial,15,-0.181207185,3,2018
804,Privada com fins lucrativos,55454,Educação Presencial,40,-0.517887475,3,2018
1,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,55504,Educação Presencial,33,-0.790958025,3,2018
22,Pessoa Jurídica de Direito Público - Municipal,55514,Educação Presencial,70,-0.275793238,3,2018
1,Privada com fins lucrativos,55532,Educação Presencial,6,0.758614732,3,2018
2,Privada sem fins lucrativos,55596,Educação Presencial,18,-1.097000725,2,2018
2,Privada com fins lucrativos,55600,Educação Presencial,198,-0.015665602,3,2018
22,Privada com fins lucrativos,55604,Educação Presencial,3,4.509371552,5,2018
88,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Mercantil ou Comercial,55646,Educação Presencial,10,1.130273271,4,2018
2,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,55761,Educação Presencial,78,0.031851218,3,2018
2,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,55765,Educação Presencial,12,-1.045248268,2,2018
2,Privada com fins lucrativos,55767,Educação Presencial,29,-0.073154742,3,2018
1,Privada com fins lucrativos,55806,Educação Presencial,74,0.217395026,3,2018
803,Privada com fins lucrativos,55828,Educação Presencial,100,0.210872033,3,2018
804,Privada com fins lucrativos,55830,Educação Presencial,223,-1.067031909,2,2018
29,Privada com fins lucrativos,55846,Educação Presencial,86,0.612121122,3,2018
38,Pessoa Jurídica de Direito Público - Estadual,55973,Educação Presencial,18,-0.391600805,3,2018
2,Privada com fins lucrativos,55998,Educação Presencial,181,0.040901083,3,2018
1,Privada com fins lucrativos,56010,Educação Presencial,3,-1.142159775,3,2018
1,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,56022,Educação Presencial,30,-0.949367418,3,2018
22,Privada com fins lucrativos,56040,Educação Presencial,16,-1.449980534,2,2018
1,Privada com fins lucrativos,56044,Educação Presencial,15,-1.639605706,2,2018
1,Privada com fins lucrativos,56058,Educação Presencial,31,-0.893543692,3,2018
22,Privada com fins lucrativos,56069,Educação Presencial,15,-1.494636501,2,2018
1,Privada com fins lucrativos,56071,Educação Presencial,28,0.19675543,3,2018
2,Privada com fins lucrativos,56160,Educação Presencial,41,-1.461764366,2,2018
22,Privada com fins lucrativos,56163,Educação Presencial,19,-0.073372441,3,2018
2,Privada sem fins lucrativos,56188,Educação Presencial,312,0.264389227,3,2018
22,Privada com fins lucrativos,56190,Educação Presencial,0,,SC,2018
22,Privada com fins lucrativos,56194,Educação Presencial,9,4.902464788,5,2018
22,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,56198,Educação Presencial,7,-4.612160423,1,2018
1,Privada com fins lucrativos,56222,Educação Presencial,39,-1.315133492,3,2018
2,Privada com fins lucrativos,56316,Educação Presencial,110,0.19845148,3,2018
2,Privada com fins lucrativos,56318,Educação Presencial,85,-0.299539849,3,2018
2,Privada com fins lucrativos,56320,Educação Presencial,64,-0.546421142,3,2018
804,Privada com fins lucrativos,56323,Educação Presencial,2,13.81017492,5,2018
1,Privada com fins lucrativos,56380,Educação Presencial,10,-1.258211767,3,2018
2,Privada com fins lucrativos,56382,Educação Presencial,18,0.689420393,4,2018
2,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,56388,Educação Presencial,20,-0.497312891,3,2018
2,Privada sem fins lucrativos,56442,Educação Presencial,77,-1.132158851,2,2018
1,Privada com fins lucrativos,56482,Educação Presencial,36,-0.250204733,3,2018
22,Privada com fins lucrativos,56489,Educação Presencial,66,-0.272970764,3,2018
22,Privada com fins lucrativos,56596,Educação Presencial,8,1.306481596,4,2018
13,Privada com fins lucrativos,56598,Educação Presencial,13,1.341583772,3,2018
1,Privada sem fins lucrativos,56708,Educação Presencial,13,1.818885153,4,2018
2,Privada sem fins lucrativos,56716,Educação Presencial,16,-2.127131606,2,2018
2,Privada com fins lucrativos,56718,Educação Presencial,69,-0.247300404,3,2018
18,Privada com fins lucrativos,56720,Educação Presencial,40,1.004576565,4,2018
2,Privada sem fins lucrativos,56746,Educação Presencial,27,1.352605148,4,2018
2,Privada sem fins lucrativos,56748,Educação Presencial,85,0.107018768,3,2018
2,Privada com fins lucrativos,56750,Educação Presencial,30,0.179804174,3,2018
1,Privada com fins lucrativos,56802,Educação Presencial,12,1.649202594,4,2018
13,Privada com fins lucrativos,56998,Educação Presencial,10,-15.14905223,1,2018
804,Privada com fins lucrativos,57000,Educação Presencial,17,1.658198441,3,2018
101,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Sociedade,57004,Educação Presencial,0,,SC,2018
81,Privada com fins lucrativos,57016,Educação Presencial,107,-0.135877681,3,2018
804,Privada com fins lucrativos,57018,Educação Presencial,29,-3.660651641,1,2018
86,Privada com fins lucrativos,57044,Educação Presencial,27,2.190143273,4,2018
86,Privada com fins lucrativos,57046,Educação Presencial,3,-2.633801843,2,2018
87,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,57048,Educação Presencial,1,,SC,2018
84,Privada com fins lucrativos,57052,Educação Presencial,10,-1.698442509,3,2018
1,Privada com fins lucrativos,57074,Educação Presencial,75,0.551308301,3,2018
1,Privada sem fins lucrativos,57110,Educação Presencial,1,,SC,2018
86,Privada com fins lucrativos,57136,Educação Presencial,44,-0.721166641,3,2018
2,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação,57150,Educação Presencial,168,-0.255355988,3,2018
22,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação,57154,Educação Presencial,60,0.130621196,3,2018
1,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação,57176,Educação Presencial,47,-0.537148115,3,2018
18,Privada sem fins lucrativos,57200,Educação Presencial,26,-1.663876345,2,2018
1,Privada com fins lucrativos,57214,Educação Presencial,55,-0.424195391,3,2018
1,Privada com fins lucrativos,57257,Educação Presencial,6,2.326319169,4,2018
2,Privada sem fins lucrativos,57392,Educação Presencial,42,-0.278860914,3,2018
2,Privada com fins lucrativos,57394,Educação Presencial,136,0.652498375,4,2018
2,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,57396,Educação Presencial,84,-0.769641129,3,2018
2,Privada com fins lucrativos,57398,Educação Presencial,53,0.607386009,4,2018
2,Privada com fins lucrativos,57400,Educação Presencial,117,0.439027336,3,2018
2,Privada sem fins lucrativos,57522,Educação Presencial,197,-0.119957891,3,2018
22,Privada com fins lucrativos,57530,Educação Presencial,63,0.046553222,3,2018
1,Privada com fins lucrativos,57532,Educação Presencial,15,2.185478035,4,2018
2,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,57544,Educação Presencial,64,0.953450818,4,2018
2,Privada sem fins lucrativos,57546,Educação Presencial,37,0.25572148,3,2018
18,Privada com fins lucrativos,57562,Educação Presencial,34,-0.547258478,3,2018
2,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,57588,Educação Presencial,174,0.381739269,3,2018
2,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,57590,Educação Presencial,33,0.948501528,4,2018
29,Pessoa Jurídica de Direito Público - Estadual,57604,Educação Presencial,10,-0.858104579,2,2018
2,Pessoa Jurídica de Direito Público - Estadual,57608,Educação Presencial,11,2.589896958,5,2018
2,Privada com fins lucrativos,57616,Educação Presencial,72,-0.619440883,3,2018
2,Privada com fins lucrativos,57632,Educação Presencial,13,-2.032921734,2,2018
103,Pessoa Jurídica de Direito Público - Federal,57638,Educação Presencial,44,0.893423353,3,2018
2,Privada com fins lucrativos,57684,Educação Presencial,45,0.404147655,3,2018
2,Privada com fins lucrativos,57686,Educação Presencial,14,-1.364083078,2,2018
1,Privada com fins lucrativos,57692,Educação Presencial,19,1.689314106,4,2018
94,Pessoa Jurídica de Direito Público - Estadual,57784,Educação Presencial,23,-1.222153091,3,2018
2,Privada com fins lucrativos,57792,Educação Presencial,59,-0.468911637,3,2018
2,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação,57798,Educação Presencial,66,-0.097199076,3,2018
2,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,57800,Educação Presencial,34,0.769596448,4,2018
2,Privada com fins lucrativos,57802,Educação Presencial,140,0.225131375,3,2018
18,Privada sem fins lucrativos,57804,Educação Presencial,28,-0.599181598,3,2018
2,Privada com fins lucrativos,57810,Educação Presencial,18,-1.872262058,2,2018
22,Privada com fins lucrativos,57815,Educação Presencial,28,-1.49914514,2,2018
2,Privada com fins lucrativos,57826,Educação Presencial,36,-0.299405057,3,2018
2,Privada com fins lucrativos,57828,Educação Presencial,21,0.451455921,3,2018
2,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,57842,Educação Presencial,5,,SC,2018
803,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,57844,Educação Presencial,12,1.896822449,4,2018
18,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,57856,Educação Presencial,37,-0.120597782,3,2018
18,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,57858,Educação Presencial,34,0.314323489,3,2018
105,Pessoa Jurídica de Direito Público - Federal,57870,Educação Presencial,35,-0.719159692,3,2018
13,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,57874,Educação Presencial,0,,SC,2018
26,Privada sem fins lucrativos,57886,Educação Presencial,9,-1.376408339,2,2018
22,Pessoa Jurídica de Direito Público - Estadual,57896,Educação Presencial,47,0.446560335,3,2018
1,Privada sem fins lucrativos,57908,Educação Presencial,4,1.206672501,4,2018
2,Privada com fins lucrativos,57928,Educação Presencial,11,-0.465630683,3,2018
101,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,57942,Educação Presencial,9,-2.564678076,2,2018
94,Privada com fins lucrativos,58008,Educação Presencial,3,-7.378685794,1,2018
87,Privada com fins lucrativos,58022,Educação Presencial,0,,SC,2018
2,Privada sem fins lucrativos,58054,Educação Presencial,34,0.453749065,3,2018
803,Pessoa Jurídica de Direito Público - Federal,58084,Educação Presencial,18,-0.460031664,3,2018
29,Pessoa Jurídica de Direito Público - Federal,58092,Educação Presencial,69,-1.13019226,2,2018
2,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,58114,Educação Presencial,24,-0.70074495,3,2018
2,Privada sem fins lucrativos,58116,Educação Presencial,21,-0.047285833,3,2018
2,Privada com fins lucrativos,58118,Educação Presencial,91,-1.04395601,2,2018
2,Privada com fins lucrativos,58120,Educação Presencial,65,0.155689856,3,2018
1,Privada com fins lucrativos,58160,Educação Presencial,7,0.939238383,3,2018
1,Privada com fins lucrativos,58178,Educação Presencial,34,-0.396473047,3,2018
26,Pessoa Jurídica de Direito Público - Estadual,58184,Educação Presencial,3,3.569906346,5,2018
26,Pessoa Jurídica de Direito Público - Estadual,58187,Educação Presencial,22,-2.193904124,2,2018
13,Pessoa Jurídica de Direito Público - Estadual,58198,Educação Presencial,6,3.533522187,4,2018
803,Privada sem fins lucrativos,58211,Educação Presencial,7,5.564644558,5,2018
86,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,58224,Educação Presencial,7,3.820167427,4,2018
1,Privada com fins lucrativos,58255,Educação Presencial,14,-0.718204163,3,2018
1,Privada com fins lucrativos,58266,Educação Presencial,43,0.946632086,4,2018
18,Pessoa Jurídica de Direito Público - Municipal,58274,Educação Presencial,18,-0.191922984,3,2018
